gender,region,education,income,customer lifetime value,policy type,vehicle class,monthly premium auto,total claim amount,number of open complaints
6513,F,West Region,Bachelor,38492.0,0.05824767025,Personal Auto,Four-Door Car,72.0,207.901654,0.0
6514,F,West Region,High School or Below,97657.0,0.0575518214,Personal Auto,Two-Door Car,71.0,107.325235,0.0
6515,M,West Region,Master,49008.0,0.02424690776,Personal Auto,Four-Door Car,61.0,292.8,1.0
6516,F,West Region,Bachelor,72264.0,0.05138244998,Corporate Auto,Four-Door Car,64.0,272.649844,0.0
6517,M,West Region,College,20396.0,0.060470251600000004,Corporate Auto,Four-Door Car,76.0,364.8,1.0
6518,F,West Region,High School or Below,60234.0,0.06106468745,Personal Auto,SUV,152.0,136.217066,0.0
6519,M,West Region,Bachelor,75556.0,0.03329887725,Corporate Auto,Four-Door Car,84.0,498.927007,0.0
6520,F,West Region,Bachelor,98710.0,0.4013201135,Personal Auto,Sports Car,123.0,587.391029,0.0
6521,F,West Region,Bachelor,69461.0,0.050953659930000006,Personal Auto,Two-Door Car,64.0,101.417253,0.0
6522,M,West Region,High School or Below,37824.84705495949,0.044717478760000005,Personal Auto,Four-Door Car,68.0,489.6,2.0
6523,M,West Region,High School or Below,37824.84705495949,0.08773507548,Personal Auto,Four-Door Car,87.0,626.4,0.0
6524,F,West Region,College,73895.0,0.1035137265,Corporate Auto,SUV,129.0,825.416826,0.0
6525,M,West Region,High School or Below,20228.0,0.1040896865,Personal Auto,SUV,101.0,523.815839,1.0
6526,F,West Region,Master,81785.0,0.08201330033,Personal Auto,Four-Door Car,67.0,321.6,0.0
6527,F,West Region,Bachelor,24910.0,0.022484496330000003,Personal Auto,Four-Door Car,63.0,347.857619,1.0
6528,M,West Region,Bachelor,32946.0,0.05205024842,Corporate Auto,Two-Door Car,66.0,316.8,0.0
6529,F,West Region,High School or Below,83868.0,0.15306133959999998,Corporate Auto,Luxury Car,189.0,134.836237,0.0
6530,F,West Region,College,37824.84705495949,0.08002308333,Personal Auto,SUV,107.0,513.6,0.0
6531,M,West Region,High School or Below,37824.84705495949,0.045531855569999995,Corporate Auto,SUV,124.0,714.494746,0.0
6532,F,West Region,High School or Below,17099.0,0.05354365535,Personal Auto,Four-Door Car,69.0,331.2,0.0
6533,F,West Region,High School or Below,37824.84705495949,0.07449855125,Personal Auto,Luxury SUV,206.0,1483.2,0.0
6534,M,West Region,College,33046.0,0.03112049841,Personal Auto,Four-Door Car,79.0,181.538354,0.0
6535,M,West Region,College,10621.0,0.04386277558,Personal Auto,Four-Door Car,67.0,321.6,0.0
6536,M,West Region,Bachelor,21498.0,0.048658482180000004,Corporate Auto,Four-Door Car,63.0,302.4,0.0
6537,M,West Region,Bachelor,37824.84705495949,0.06993380588,Personal Auto,Four-Door Car,66.0,439.701118,0.0
6538,F,West Region,Bachelor,36889.0,0.058604830899999995,Personal Auto,Four-Door Car,74.0,192.186026,1.0
6539,F,West Region,Bachelor,69588.0,0.0911557169,Personal Auto,SUV,114.0,173.080024,0.0
6540,M,West Region,Master,26585.0,0.05300686394,Corporate Auto,Four-Door Car,69.0,308.651195,0.0
6541,F,West Region,Bachelor,37824.84705495949,0.03630269217,Corporate Auto,SUV,101.0,727.2,0.0
6542,M,West Region,High School or Below,99845.0,0.08819018934,Personal Auto,SUV,110.0,528.0,1.0
6543,M,West Region,College,66429.0,0.05389499465,Corporate Auto,Sports Car,136.0,57.712985,0.0
6544,M,West Region,Bachelor,37824.84705495949,0.03123080994,Personal Auto,SUV,101.0,960.115399,4.0
6545,F,West Region,College,43721.0,0.024353215449999997,Personal Auto,Four-Door Car,61.0,292.8,0.0
6546,M,West Region,High School or Below,51209.0,0.08754233404,Personal Auto,SUV,109.0,39.49793,0.0
6547,F,West Region,College,84498.0,0.026285630959999997,Personal Auto,Four-Door Car,65.0,255.210049,0.0
6548,M,West Region,High School or Below,37824.84705495949,0.06669184698,Corporate Auto,Four-Door Car,65.0,312.0,1.0
6549,M,West Region,College,59034.0,0.06765800532,Personal Auto,Four-Door Car,85.0,378.75258,0.0
6550,F,West Region,Bachelor,37824.84705495949,0.1001377995,Personal Auto,Sports Car,135.0,773.690268,0.0
6551,F,West Region,College,96399.0,0.1128817204,Personal Auto,Four-Door Car,70.0,307.89535,0.0
6552,M,West Region,College,58089.0,0.046864696739999996,Corporate Auto,SUV,118.0,566.4,0.0
6553,M,West Region,High School or Below,37824.84705495949,0.07131731291,Corporate Auto,Sports Car,103.0,741.6,0.0
6554,M,West Region,Master,60964.0,0.09051712161,Personal Auto,Four-Door Car,113.0,327.723713,0.0
6555,M,West Region,College,42871.0,0.05306162741,Corporate Auto,Four-Door Car,67.0,321.6,0.0
6556,M,West Region,College,38795.0,0.05133635886,Personal Auto,Four-Door Car,65.0,98.354737,0.0
6557,M,West Region,Bachelor,37824.84705495949,0.1112460499,Personal Auto,Two-Door Car,112.0,806.4,0.0
6558,M,West Region,Master,57134.0,0.07285103913,Personal Auto,Two-Door Car,91.0,436.8,1.0
6559,F,West Region,College,40711.0,0.1462792807,Personal Auto,SUV,121.0,580.8,0.0
6560,M,West Region,College,26334.0,0.17086753710000002,Corporate Auto,Two-Door Car,63.0,453.6,2.0
6561,F,West Region,Bachelor,31414.0,0.042983785669999997,Personal Auto,SUV,116.0,556.8,4.0
6562,F,West Region,Doctor,74423.0,0.05018894421,Personal Auto,Four-Door Car,62.0,50.800186,0.0
6563,F,West Region,College,37824.84705495949,0.07200664877,Personal Auto,Four-Door Car,66.0,316.8,0.0
6564,F,West Region,Bachelor,37824.84705495949,0.09591028253,Corporate Auto,SUV,128.0,150.952506,0.0
6565,F,West Region,High School or Below,30646.0,0.03240667531,Corporate Auto,Four-Door Car,81.0,128.57791,0.0
6566,F,West Region,High School or Below,37824.84705495949,0.0890650609,Personal Auto,SUV,118.0,566.4,0.0
6567,F,West Region,Master,28264.0,0.02499036551,Corporate Auto,Two-Door Car,63.0,364.622773,0.0
6568,F,West Region,High School or Below,37824.84705495949,0.08167992322,Personal Auto,Two-Door Car,117.0,842.4,0.0
6569,F,West Region,College,37824.84705495949,0.0581161185,Personal Auto,Four-Door Car,79.0,304.550129,0.0
6570,F,West Region,College,70187.0,0.18732201199999998,Personal Auto,Sports Car,117.0,632.16097,0.0
6571,F,West Region,Bachelor,31006.0,0.05260623466,Personal Auto,Four-Door Car,67.0,321.6,0.0
6572,F,West Region,High School or Below,37824.84705495949,0.08869631143000001,Corporate Auto,SUV,119.0,571.2,0.0
6573,M,West Region,High School or Below,37824.84705495949,0.028788469409999996,Personal Auto,Four-Door Car,85.0,612.0,0.0
6574,M,West Region,High School or Below,20371.0,0.02810957053,Personal Auto,Four-Door Car,71.0,340.8,1.0
6575,F,West Region,College,39141.0,0.02701039719,Personal Auto,Four-Door Car,68.0,402.456296,0.0
6576,M,West Region,High School or Below,37824.84705495949,0.02449580048,Corporate Auto,Four-Door Car,69.0,496.8,0.0
6577,M,West Region,College,76837.0,0.09445925985,Corporate Auto,Four-Door Car,78.0,23.788022,0.0
6578,F,West Region,High School or Below,37824.84705495949,0.04414577688,Personal Auto,Four-Door Car,61.0,643.877067,0.0
6579,F,West Region,Bachelor,37824.84705495949,0.06785536334,Corporate Auto,Sports Car,197.0,1439.676002,0.0
6580,F,West Region,High School or Below,25147.0,0.03600934326,Personal Auto,SUV,101.0,694.598288,0.0
6581,F,West Region,Bachelor,37824.84705495949,0.07452939191,Personal Auto,SUV,106.0,763.2,0.0
6582,M,West Region,Master,34665.0,0.1272315311,Personal Auto,Two-Door Car,64.0,450.85948,0.0
6583,F,West Region,Master,25404.0,0.04312642503,Personal Auto,SUV,112.0,578.175234,0.0
6584,F,West Region,High School or Below,37025.0,0.12148940979999999,Corporate Auto,SUV,101.0,427.243803,0.0
6585,M,West Region,Bachelor,37824.84705495949,0.03549747466,Personal Auto,SUV,100.0,480.0,1.0
6586,F,West Region,High School or Below,23939.0,0.06153394838,Personal Auto,SUV,160.0,768.0,1.0
6587,M,West Region,College,76673.0,0.06272416823,Personal Auto,Four-Door Car,80.0,56.082107,1.0
6588,F,West Region,High School or Below,55274.0,0.02851161121,Corporate Auto,Two-Door Car,71.0,484.728153,0.0
6589,F,West Region,College,30324.0,0.06781125672,Corporate Auto,Four-Door Car,86.0,143.943749,0.0
6590,F,West Region,College,31702.0,0.04985239225,Personal Auto,Four-Door Car,63.0,302.4,1.0
6591,F,West Region,College,37824.84705495949,0.06725043747,Corporate Auto,Four-Door Car,95.0,684.0,0.0
6592,M,West Region,Bachelor,70908.0,0.3663253432,Personal Auto,SUV,132.0,521.444011,1.0
6593,M,West Region,High School or Below,81082.0,0.0583889915,Personal Auto,Four-Door Car,73.0,281.295903,0.0
6594,F,West Region,College,17705.0,0.1220689208,Personal Auto,Two-Door Car,108.0,668.73901,1.0
6595,F,West Region,High School or Below,77738.0,0.14196965350000001,Personal Auto,SUV,118.0,463.457352,0.0
6596,F,West Region,Bachelor,37824.84705495949,0.02670797821,Corporate Auto,Four-Door Car,72.0,366.277224,0.0
6597,F,West Region,College,70311.0,0.08033910862,Personal Auto,Two-Door Car,66.0,341.395103,0.0
6598,F,West Region,Bachelor,66022.0,0.09685542976999999,Personal Auto,Luxury Car,239.0,538.229502,0.0
6599,M,West Region,High School or Below,74140.0,0.3616834106,Personal Auto,SUV,101.0,484.8,2.0
6600,F,West Region,Bachelor,73604.0,0.10453255800000001,Corporate Auto,Two-Door Car,88.0,398.19284,0.0
6601,M,West Region,College,21855.0,0.05406694854,Corporate Auto,Four-Door Car,74.0,355.2,1.0
6602,F,West Region,Master,23305.0,0.026711666489999997,Personal Auto,Four-Door Car,68.0,127.157137,0.0
6603,M,West Region,High School or Below,37824.84705495949,0.03531348165,Corporate Auto,Two-Door Car,98.0,958.502743,0.0
6604,M,West Region,High School or Below,37824.84705495949,0.04835569505,Personal Auto,Four-Door Car,71.0,511.2,0.0
6605,F,West Region,College,65024.0,0.13422063780000001,Personal Auto,Four-Door Car,67.0,189.869329,0.0
6606,F,West Region,Bachelor,22590.0,0.02424224662,Personal Auto,Two-Door Car,67.0,85.68352,0.0
6607,M,West Region,College,37824.84705495949,0.029831104140000002,Personal Auto,Four-Door Car,91.0,436.8,0.0
6608,F,West Region,Master,38401.0,0.1472340712,Corporate Auto,Four-Door Car,92.0,441.6,0.0
6609,M,West Region,College,25539.0,0.08438463783,Personal Auto,SUV,112.0,585.069825,0.0
6610,M,West Region,Master,60880.0,0.1443567365,Personal Auto,Two-Door Car,119.0,109.906628,0.0
6611,M,West Region,Bachelor,87313.0,0.02690069754,Personal Auto,Four-Door Car,67.0,321.6,0.0
6612,M,West Region,College,23916.0,0.07948544751,Corporate Auto,Two-Door Car,68.0,481.113765,0.0
6613,F,West Region,Bachelor,34854.0,0.1137888711,Corporate Auto,Four-Door Car,95.0,456.0,0.0
6614,F,West Region,College,48203.0,0.052197540449999996,Personal Auto,Four-Door Car,66.0,413.238845,0.0
6615,M,West Region,High School or Below,25322.0,0.09486037005,Corporate Auto,Sports Car,126.0,886.033554,0.0
6616,F,West Region,Bachelor,16656.0,0.04762557323,Personal Auto,Two-Door Car,63.0,302.4,1.0
6617,F,West Region,Master,44723.0,0.04975171042,Personal Auto,SUV,124.0,341.088276,0.0
6618,M,West Region,High School or Below,35979.0,0.04422615495,Personal Auto,Sports Car,116.0,556.8,2.0
6619,F,West Region,College,36413.0,0.04849697945,Personal Auto,Four-Door Car,61.0,153.013115,0.0
6620,M,West Region,Bachelor,37824.84705495949,0.1923769976,Corporate Auto,Luxury Car,196.0,2092.523421,0.0
6621,F,West Region,Doctor,37824.84705495949,0.08518549118999999,Personal Auto,Sports Car,112.0,537.6,1.0
6622,M,West Region,College,51883.0,0.051946548839999995,Personal Auto,Two-Door Car,66.0,623.751121,0.0
6623,F,West Region,High School or Below,37824.84705495949,0.46302075620000005,Personal Auto,SUV,151.0,1087.2,1.0
6624,M,West Region,Bachelor,18608.0,0.0253862632,Corporate Auto,Four-Door Car,71.0,340.8,0.0
6625,F,West Region,College,37824.84705495949,0.1407063897,Corporate Auto,SUV,127.0,677.868206,0.0
6626,M,West Region,High School or Below,55964.0,0.027489337340000003,Personal Auto,Four-Door Car,69.0,496.8,0.0
6627,M,West Region,High School or Below,85510.0,0.060062116109999994,Corporate Auto,Four-Door Car,74.0,355.2,0.0
6628,M,West Region,High School or Below,30706.0,0.03286440915,Personal Auto,Four-Door Car,84.0,225.654806,0.0
6629,F,West Region,High School or Below,29587.0,0.02648350463,Personal Auto,Two-Door Car,69.0,331.2,0.0
6630,M,West Region,College,20309.0,0.2093633105,Personal Auto,Luxury Car,181.0,1579.854155,0.0
6631,M,West Region,Bachelor,37824.84705495949,0.07194233091,Personal Auto,Four-Door Car,71.0,599.375099,0.0
6632,F,West Region,College,12470.0,0.11435231239999999,Corporate Auto,SUV,103.0,618.688651,1.0
6633,M,West Region,Master,37824.84705495949,0.04064107529,Personal Auto,Sports Car,107.0,513.6,0.0
6634,F,West Region,Bachelor,86498.0,0.058933689059999995,Personal Auto,Two-Door Car,74.0,8.529778,1.0
6635,F,West Region,Bachelor,62902.0,0.08256297800000001,Personal Auto,Two-Door Car,69.0,159.383042,0.0
6636,M,West Region,College,57293.0,0.08061198798000001,Corporate Auto,Sports Car,102.0,347.996042,0.0
6637,F,West Region,High School or Below,37824.84705495949,0.09333076001,Corporate Auto,Sports Car,129.0,928.8,0.0
6638,F,West Region,High School or Below,51255.0,0.3424351034,Personal Auto,SUV,122.0,421.70554,0.0
6639,M,West Region,College,37824.84705495949,0.315165084,Corporate Auto,SUV,125.0,626.411563,0.0
6640,F,West Region,College,69241.0,0.02460167359,Personal Auto,Four-Door Car,61.0,47.95916,0.0
6641,M,West Region,Bachelor,25632.0,0.04929549699,Personal Auto,Two-Door Car,63.0,351.270869,0.0
6642,F,West Region,High School or Below,87428.0,0.02866824929,Personal Auto,Four-Door Car,72.0,224.483337,0.0
6643,M,West Region,Master,98796.0,0.08429491575,Personal Auto,SUV,104.0,499.2,0.0
6644,M,West Region,College,78617.0,0.08052243508,Corporate Auto,Four-Door Car,101.0,233.169575,0.0
6645,F,West Region,Bachelor,37824.84705495949,0.04916479717,Personal Auto,Two-Door Car,65.0,312.0,0.0
6646,M,West Region,High School or Below,93893.0,0.05386969384,Personal Auto,Four-Door Car,67.0,98.66095,0.0
6647,M,West Region,Bachelor,23629.0,0.03508905811,Personal Auto,Four-Door Car,88.0,633.6,0.0
6648,M,West Region,Bachelor,37824.84705495949,0.06511103163,Corporate Auto,Two-Door Car,91.0,655.404481,0.0
6649,M,West Region,High School or Below,30574.0,0.04335676738,Corporate Auto,Sports Car,114.0,396.105473,1.0
6650,F,West Region,Bachelor,69555.0,0.03673525732,Personal Auto,Four-Door Car,92.0,255.277041,0.0
6651,M,West Region,Bachelor,19634.0,0.07426462927,Corporate Auto,Two-Door Car,98.0,470.4,0.0
6652,M,West Region,Bachelor,15776.0,0.02640488905,Personal Auto,Two-Door Car,69.0,337.596914,0.0
6653,F,West Region,Bachelor,46819.0,0.04889765364,Personal Auto,Four-Door Car,62.0,157.990123,0.0
6654,F,West Region,Master,47950.0,0.1053740467,Personal Auto,Four-Door Car,65.0,301.867895,0.0
6655,F,West Region,High School or Below,37824.84705495949,0.06385617852,Personal Auto,Two-Door Car,63.0,302.4,1.0
6656,F,West Region,Master,12626.0,0.04564512659,Personal Auto,Four-Door Car,69.0,331.2,4.0
6657,M,West Region,High School or Below,20993.0,0.04772943848,Personal Auto,SUV,133.0,638.4,0.0
6658,M,West Region,High School or Below,24392.0,0.10387245989999999,Personal Auto,Four-Door Car,93.0,446.4,0.0
6659,M,West Region,Bachelor,86305.0,0.049846186550000005,Personal Auto,Four-Door Car,62.0,80.73124,0.0
6660,M,West Region,Bachelor,37824.84705495949,0.06600477951,Personal Auto,Sports Car,110.0,1011.772647,3.0
6661,F,West Region,College,56701.0,0.02591749798,Personal Auto,Four-Door Car,65.0,333.441673,0.0
6662,M,West Region,College,57074.0,0.08355642928,Personal Auto,SUV,105.0,80.129332,0.0
6663,M,West Region,Bachelor,37824.84705495949,0.0514204553,Personal Auto,Two-Door Car,72.0,345.6,0.0
6664,F,West Region,Bachelor,53614.0,0.05205256308,Personal Auto,Four-Door Car,65.0,725.849253,1.0
6665,M,West Region,Master,37824.84705495949,0.1481695159,Personal Auto,SUV,135.0,648.0,0.0
6666,M,West Region,Bachelor,37824.84705495949,0.12812438980000002,Personal Auto,SUV,128.0,789.775123,0.0
6667,M,West Region,Master,76441.0,0.02472227293,Personal Auto,Four-Door Car,62.0,294.258612,0.0
6668,F,West Region,Bachelor,86134.0,0.3518625611,Corporate Auto,Two-Door Car,98.0,3.246203,0.0
6669,M,West Region,High School or Below,45262.0,0.09336123495,Corporate Auto,Four-Door Car,117.0,842.4,0.0
6670,F,West Region,Bachelor,37824.84705495949,0.1498004626,Personal Auto,Luxury Car,222.0,1123.485329,0.0
6671,F,West Region,Bachelor,27725.0,0.04773656279,Personal Auto,Four-Door Car,63.0,302.4,4.0
6672,M,West Region,Doctor,27985.0,0.04698521352,Personal Auto,Two-Door Car,117.0,561.6,0.0
6673,F,West Region,Master,29673.0,0.0349126162,Corporate Auto,Two-Door Car,92.0,328.348506,2.0
6674,M,West Region,Master,24790.0,0.04505842815,Personal Auto,SUV,113.0,767.242337,0.0
6675,F,West Region,High School or Below,57846.0,0.05765502751,Personal Auto,Four-Door Car,73.0,481.014309,1.0
6676,M,West Region,High School or Below,37824.84705495949,0.07685652168,Corporate Auto,Four-Door Car,111.0,799.2,0.0
6677,F,West Region,Bachelor,37824.84705495949,0.02309876793,Personal Auto,Four-Door Car,61.0,32.454659,0.0
6678,M,West Region,High School or Below,10738.0,0.06582286333,Personal Auto,Four-Door Car,109.0,852.256188,4.0
6679,M,West Region,College,45587.0,0.02860440918,Personal Auto,Four-Door Car,81.0,380.595522,5.0
6680,F,West Region,College,82940.0,0.050394353440000005,Personal Auto,Four-Door Car,63.0,332.847984,0.0
6681,M,West Region,College,42633.0,0.039792826409999996,Corporate Auto,SUV,101.0,285.048692,0.0
6682,F,West Region,College,18577.0,0.06273911874,Corporate Auto,Four-Door Car,86.0,412.8,0.0
6683,M,West Region,Master,60880.0,0.1443567365,Personal Auto,Two-Door Car,119.0,109.906628,0.0
6684,M,West Region,Master,22582.0,0.19339202819999998,Personal Auto,Four-Door Car,61.0,292.8,0.0
6685,F,West Region,Bachelor,37824.84705495949,0.06872043512,Corporate Auto,Four-Door Car,64.0,585.058877,0.0
6686,M,West Region,High School or Below,25944.0,0.07613706014,Personal Auto,Four-Door Car,70.0,336.0,0.0
6687,M,West Region,High School or Below,34498.0,0.06369262355,Personal Auto,Two-Door Car,83.0,398.4,0.0
6688,F,West Region,High School or Below,31027.0,0.1425523041,Personal Auto,SUV,124.0,597.578875,1.0
6689,M,West Region,Bachelor,37824.84705495949,0.02469088506,Corporate Auto,Four-Door Car,71.0,484.87847,0.0
6690,M,West Region,High School or Below,45609.0,0.0345125106,Corporate Auto,Two-Door Car,87.0,246.515921,0.0
6691,F,West Region,Master,16181.0,0.137361325,Personal Auto,SUV,181.0,1261.319869,0.0
6692,M,West Region,High School or Below,41195.0,0.06360649533,Corporate Auto,SUV,160.0,323.1897,0.0
6693,F,West Region,Master,76194.0,0.04770984146,Personal Auto,SUV,119.0,388.313599,0.0
6694,F,West Region,Bachelor,37824.84705495949,0.102969965,Personal Auto,SUV,138.0,666.977979,0.0
6695,F,West Region,College,60097.0,0.03237923545,Personal Auto,Four-Door Car,82.0,278.735779,0.0
6696,F,West Region,College,95017.0,0.05254019142,Personal Auto,Four-Door Car,65.0,324.99944,0.0
6697,F,West Region,High School or Below,37824.84705495949,0.1012950677,Corporate Auto,Four-Door Car,68.0,326.4,0.0
6698,F,West Region,College,37824.84705495949,0.022285252380000002,Personal Auto,Four-Door Car,64.0,744.924331,0.0
6699,F,West Region,Bachelor,83547.0,0.16501065239999999,Personal Auto,SUV,137.0,75.663572,1.0
6700,M,West Region,Bachelor,37824.84705495949,0.02178520191,Personal Auto,Four-Door Car,65.0,319.49223,0.0
6701,M,West Region,College,57561.0,0.1464214003,Corporate Auto,Four-Door Car,62.0,298.430234,1.0
